DATE,RKNANPUSA666NRUG
2010-01-01,61035284.0
2011-01-01,61657132.0
2012-01-01,62424416.0
2013-01-01,63225104.0
2014-01-01,64118472.0
2015-01-01,65053556.0
2016-01-01,65971328.0
2017-01-01,66940280.0
2018-01-01,68005632.0
2019-01-01,69059464.0
